Value of N, Comparisons of O(n), Comparisons of O(M + log n), Comparisons of O(log n)
622100,186784,6237,0
622200,186493,6202,0
622300,186777,6288,0
622400,186843,6325,0
622500,186778,6173,0
622600,186881,6342,0
622700,186362,6199,0
622800,186700,6173,0
622900,186371,6153,0
623000,187085,6258,0
623100,186902,6379,0
623200,187217,6442,0
623300,186927,6201,0
623400,186933,6161,0
623500,186973,6206,0
623600,187157,6160,0
623700,186940,6197,0
623800,187096,6200,0
623900,187191,6283,0
624000,187189,6196,0
624100,187250,6229,0
624200,187448,6302,0
624300,187856,6420,0
624400,186647,6125,0
624500,187722,6344,0
624600,187531,6396,0
624700,187353,6285,0
624800,187655,6259,0
624900,187713,6399,0
625000,187805,6350,0
625100,187972,6332,0
625200,187020,6196,0
625300,187222,6191,0
625400,187284,6185,0
625500,187092,6178,0
625600,187837,6357,0
625700,187624,6260,0
625800,187505,6306,0
625900,187793,6357,0
626000,187297,6259,0
626100,187685,6183,0
626200,188195,6352,0
626300,187878,6158,0
626400,188128,6256,0
626500,188023,6231,0
626600,188537,6302,0
626700,188219,6229,0
626800,188130,6386,0
626900,187781,6465,0
627000,187455,6263,0
627100,187532,6197,0
627200,188349,6304,0
627300,189036,6287,0
627400,188841,6264,0
627500,188466,6270,0
627600,188258,6298,0
627700,188619,6446,0
627800,188478,6308,0
627900,188255,6286,0
628000,188168,6307,0
628100,188268,6130,0
628200,188042,6183,0
628300,188232,6226,0
628400,188707,6186,0
628500,188264,6200,0
628600,188029,6337,0
628700,188570,6341,0
628800,188328,6280,0
628900,189099,6362,0
629000,188812,6264,0
629100,188130,6261,0
629200,188530,6096,0
629300,188153,6187,0
629400,188897,6276,0
629500,188628,6334,0
629600,188528,6436,0
629700,188423,6264,0
629800,188794,6283,0
629900,188807,6342,0
630000,189594,6332,0
630100,189311,6339,0
630200,189201,6459,0
630300,189560,6339,0
630400,188574,6330,0
630500,188866,6330,0
630600,189115,6334,0
630700,189390,6351,0
630800,189354,6285,0
630900,189439,6393,0
631000,189131,6339,0
631100,189350,6387,0
631200,189096,6451,0
631300,189963,6335,0
631400,189563,6358,0
631500,189037,6369,0
631600,189778,6211,0
631700,189393,6230,0
631800,190429,6369,0
631900,189415,6259,0
632000,189106,6396,0
632100,189276,6321,0
632200,189576,6372,0
632300,188915,6285,0
632400,190310,6268,0
632500,189472,6290,0
632600,188977,6150,0
632700,189744,6288,0
632800,190012,6408,0
632900,189919,6490,0
633000,190604,6318,0
633100,190128,6274,0
633200,190239,6299,0
633300,190182,6307,0
633400,190200,6273,0
633500,190171,6381,0
633600,189332,6255,0
633700,189654,6374,0
633800,190310,6369,0
633900,190323,6201,0
634000,190201,6238,0
634100,190616,6420,0
634200,190215,6385,0
634300,189510,6399,0
634400,190559,6319,0
634500,190417,6520,0
634600,190423,6473,0
634700,190196,6523,0
634800,191288,6450,0
634900,190444,6220,0
635000,190476,6318,0
635100,190517,6243,0
635200,190215,6426,0
635300,190765,6483,0
635400,190065,6253,0
635500,190622,6355,0
635600,190612,6351,0
635700,190685,6323,0
635800,190634,6338,0
635900,190967,6290,0
636000,190834,6382,0
636100,191054,6544,0
636200,190493,6387,0
636300,191136,6535,0
636400,191820,6551,0
636500,190635,6257,0
636600,190890,6339,0
636700,190878,6445,0
636800,191085,6365,0
636900,190666,6353,0
637000,191170,6394,0
637100,191511,6437,0
637200,190982,6360,0
637300,190348,6325,0
637400,191306,6330,0
637500,191237,6285,0
637600,191432,6524,0
637700,191039,6372,0
637800,191761,6309,0
637900,191698,6485,0
638000,191888,6348,0
638100,191848,6359,0
638200,191680,6506,0
638300,191099,6375,0
638400,191626,6455,0
638500,192034,6322,0
638600,191676,6341,0
638700,191462,6189,0
638800,191522,6443,0
638900,191774,6404,0
639000,191504,6466,0
639100,191773,6483,0
639200,191336,6498,0
639300,192220,6342,0
639400,191982,6429,0
639500,191756,6338,0
639600,191829,6469,0
639700,192133,6358,0
639800,192114,6237,0
639900,192032,6418,0
640000,191872,6400,0
640100,192141,6415,0
640200,191953,6484,0
640300,192105,6458,0
640400,192154,6383,0
640500,192406,6474,0
640600,191957,6334,0
640700,192301,6416,0
640800,192100,6326,0
640900,192250,6363,0
641000,192506,6349,0
641100,192422,6471,0
641200,192189,6368,0
641300,192120,6369,0
641400,191960,6370,0
641500,193001,6323,0
641600,192163,6464,0
641700,192703,6412,0
641800,192439,6338,0
641900,191903,6270,0
642000,192353,6421,0
642100,192423,6517,0
642200,192732,6418,0
642300,193484,6541,0
642400,192098,6303,0
642500,193104,6643,0
642600,192286,6442,0
642700,192924,6470,0
642800,192185,6333,0
642900,192542,6504,0
643000,193082,6304,0
643100,193620,6425,0
643200,193088,6460,0
643300,193071,6375,0
643400,193468,6497,0
643500,193550,6496,0
643600,192826,6420,0
643700,193228,6558,0
643800,193456,6363,0
643900,193209,6414,0
644000,192785,6310,0
644100,193203,6413,0
644200,192971,6439,0
644300,193663,6472,0
644400,193199,6504,0
644500,193256,6401,0
644600,193724,6493,0
644700,193188,6398,0
644800,192917,6530,0
644900,193674,6455,0
645000,193601,6524,0
645100,193175,6388,0
645200,193477,6522,0
645300,193322,6438,0
645400,194101,6422,0
645500,193085,6440,0
645600,193250,6425,0
645700,194282,6417,0
645800,193452,6525,0
645900,193594,6440,0
646000,193680,6511,0
646100,193706,6405,0
646200,194582,6386,0
646300,194099,6614,0
646400,193759,6425,0
646500,194027,6442,0
646600,193968,6522,0
646700,194518,6459,0
646800,194130,6544,0
646900,194056,6482,0
647000,194525,6663,0
647100,194532,6529,0
647200,193892,6434,0
647300,194801,6511,0
647400,193388,6474,0
647500,194523,6473,0
647600,194293,6546,0
647700,194497,6634,0
647800,194271,6479,0
647900,194456,6458,0
648000,194610,6356,0
648100,193783,6519,0
648200,194746,6586,0
648300,194909,6583,0
648400,194560,6479,0
648500,194749,6440,0
648600,194596,6529,0
648700,194157,6510,0
648800,194800,6439,0
648900,195123,6443,0
649000,193986,6434,0
649100,195427,6521,0
649200,194276,6384,0
649300,194386,6456,0
649400,194596,6498,0
649500,194853,6577,0
649600,195326,6411,0
649700,195062,6625,0
649800,194870,6437,0
649900,195039,6559,0
650000,195201,6579,0
650100,195747,6603,0
650200,194508,6550,0
650300,195500,6485,0
650400,194794,6470,0
650500,195341,6470,0
650600,195058,6529,0
650700,195720,6563,0
650800,195672,6598,0
650900,195110,6460,0
651000,194853,6389,0
651100,195395,6410,0
651200,195527,6567,0
651300,194458,6544,0
651400,195667,6461,0
651500,195721,6439,0
651600,196229,6613,0
651700,195748,6550,0
651800,195138,6605,0
651900,195525,6622,0
652000,195886,6603,0
652100,195750,6509,0
652200,195983,6588,0
652300,195209,6469,0
652400,194896,6631,0
652500,195687,6546,0
652600,195304,6362,0
652700,195949,6508,0
652800,195831,6472,0
652900,196222,6585,0
653000,195610,6509,0
653100,196141,6568,0
653200,195946,6519,0
653300,196653,6464,0
653400,195769,6584,0
653500,195695,6498,0
653600,196304,6653,0
653700,196410,6676,0
653800,195551,6527,0
653900,196708,6587,0
654000,196257,6513,0
654100,195640,6507,0
654200,196385,6662,0
654300,196287,6423,0
654400,196705,6515,0
654500,196299,6669,0
654600,196896,6530,0
654700,196761,6561,0
654800,197042,6543,0
654900,196130,6617,0
655000,196674,6477,0
655100,196818,6518,0
655200,196218,6657,0
655300,196300,6546,0
655400,196643,6491,0
655500,196622,6492,0
655600,196571,6717,0
655700,196661,6602,0
655800,196600,6436,0
655900,196754,6653,0
656000,197299,6634,0
656100,197016,6611,0
656200,197010,6735,0
656300,196790,6607,0
656400,196533,6624,0
656500,197454,6661,0
656600,196307,6395,0
656700,196892,6603,0
656800,196401,6427,0
656900,197795,6677,0
657000,196973,6426,0
657100,196760,6573,0
657200,197346,6583,0
657300,196474,6666,0
657400,197071,6553,0
657500,197069,6604,0
657600,196825,6539,0
657700,197413,6523,0
657800,197782,6701,0
657900,197517,6700,0
658000,197571,6532,0
658100,197759,6643,0
658200,197219,6513,0
658300,197463,6562,0
658400,197534,6592,0
658500,197708,6609,0
658600,197811,6632,0
658700,198239,6669,0
658800,197635,6603,0
658900,197692,6454,0
659000,197251,6494,0
659100,197650,6575,0
659200,198032,6572,0
659300,198047,6589,0
659400,198385,6635,0
659500,198288,6721,0
659600,197515,6615,0
659700,197951,6593,0
659800,198170,6624,0
659900,197690,6597,0
660000,197560,6542,0
660100,198260,6596,0
660200,198147,6597,0
660300,198005,6489,0
660400,197502,6586,0
660500,198386,6650,0
660600,197411,6665,0
660700,198394,6573,0
660800,198458,6632,0
660900,198450,6765,0
661000,198352,6628,0
661100,198536,6751,0
661200,198594,6856,0
661300,198087,6463,0
661400,197822,6608,0
661500,198802,6726,0
661600,198600,6570,0
661700,198666,6666,0
661800,198408,6570,0
661900,198220,6673,0
662000,199183,6711,0
662100,198828,6720,0
662200,198638,6737,0
662300,198644,6589,0
662400,199242,6767,0
662500,198150,6502,0
662600,198599,6615,0
662700,199072,6478,0
662800,198914,6789,0
662900,198975,6650,0
663000,198185,6545,0
663100,198630,6619,0
663200,198215,6634,0
663300,198845,6578,0
663400,198935,6809,0
663500,198971,6650,0
663600,199253,6655,0
663700,198481,6555,0
663800,199275,6761,0
663900,199284,6750,0
664000,198726,6636,0
664100,199547,6578,0
664200,199332,6686,0
664300,199154,6565,0
664400,199336,6655,0
664500,199896,6691,0
664600,199010,6525,0
664700,199002,6663,0
664800,199125,6799,0
664900,199595,6557,0
665000,199241,6620,0
665100,199671,6550,0
665200,199644,6754,0
665300,200076,6733,0
665400,198862,6646,0
665500,199928,6483,0
665600,199789,6614,0
665700,199666,6592,0
665800,199814,6663,0
665900,199842,6636,0
666000,200132,6665,0
666100,199875,6681,0
666200,200053,6603,0
666300,199981,6479,0
666400,200114,6649,0
666500,199730,6659,0
666600,199836,6664,0
666700,200375,6755,0
666800,199579,6672,0
666900,200307,6635,0
667000,199996,6717,0
667100,199662,6657,0
667200,199948,6529,0
667300,200713,6657,0
667400,200231,6642,0
667500,199736,6759,0
667600,200678,6819,0
667700,200803,6527,0
667800,200397,6566,0
667900,200680,6702,0
668000,200288,6609,0
668100,201371,6745,0
668200,200090,6611,0
668300,200547,6832,0
668400,200815,6697,0
668500,200150,6696,0
668600,200899,6605,0
668700,200412,6707,0
668800,200276,6698,0
668900,200979,6771,0
669000,201312,6830,0
669100,200286,6785,0
669200,200414,6738,0
669300,201066,6740,0
669400,201013,6589,0
669500,200925,6670,0
669600,200612,6786,0
669700,200602,6786,0
669800,200669,6567,0
669900,200387,6809,0
670000,201237,6730,0
670100,201155,6650,0
670200,200721,6659,0
670300,201336,6734,0
670400,200400,6670,0
670500,201242,6767,0
670600,201314,6735,0
670700,202131,6686,0
670800,201980,6814,0
670900,201795,6734,0
671000,201012,6706,0
671100,200929,6650,0
671200,201086,6815,0
671300,202138,6805,0
671400,201745,6812,0
671500,201643,6681,0
671600,201182,6707,0
671700,201837,6708,0
671800,201375,6763,0
671900,201890,6825,0
672000,201280,6735,0
672100,201173,6782,0
672200,201608,6682,0
672300,201455,6682,0
672400,202186,6684,0
672500,201599,6758,0
672600,201926,6776,0
672700,202304,6716,0
672800,201474,6716,0
672900,201681,6757,0
673000,201476,6678,0
673100,202324,6725,0
673200,202055,6533,0
673300,202261,6709,0
673400,202137,6730,0
673500,202658,6899,0
673600,201998,6747,0
673700,201556,6915,0
673800,202223,6767,0
673900,201499,6772,0
674000,202077,6913,0
674100,201762,6671,0
674200,202313,6856,0
674300,202312,6679,0
674400,202615,6757,0
674500,201881,6741,0
674600,201669,6621,0
674700,201813,6772,0
674800,202672,6711,0
674900,202579,6708,0
675000,202744,6876,0
675100,202093,6772,0
675200,202282,6605,0
675300,202436,6953,0
675400,202681,6714,0
675500,203339,6848,0
675600,202817,6778,0
675700,202560,6821,0
675800,202598,6920,0
675900,203177,6827,0
676000,202890,6854,0
676100,203733,6869,0
676200,202304,6781,0
676300,203435,6939,0
676400,202360,6684,0
676500,202643,6706,0
676600,202299,6776,0
676700,203306,6727,0
676800,202898,6794,0
676900,203225,6822,0
677000,203606,6732,0
677100,202478,6909,0
677200,202992,6784,0
677300,203601,6650,0
677400,203660,6843,0
677500,203317,6740,0
677600,203268,6739,0
677700,202708,6832,0
677800,202900,6782,0
677900,203499,6871,0
678000,202557,6824,0
678100,203238,6721,0
678200,203256,6745,0
678300,203750,6800,0
678400,203951,6805,0
678500,203323,6754,0
678600,204064,6763,0
678700,204222,6712,0
678800,203649,6855,0
678900,203584,6852,0
679000,203473,6734,0
679100,204106,6969,0
679200,204790,6846,0
679300,203577,6852,0
679400,203702,6746,0
679500,204160,6844,0
679600,204121,6884,0
679700,203753,6791,0
679800,204123,6886,0
679900,204066,6783,0
680000,204235,6786,0
680100,204274,6789,0
680200,203297,6791,0
680300,203889,6779,0
680400,204134,6748,0
680500,203995,6980,0
680600,204231,6792,0
680700,203825,6822,0
680800,204507,6910,0
680900,203659,6700,0
681000,204395,6945,0
681100,204401,6883,0
681200,203972,6821,0
681300,204334,6748,0
681400,204418,6754,0
681500,204522,6816,0
681600,204706,6739,0
681700,204403,6836,0
681800,204152,6746,0
681900,203611,6937,0
682000,204459,6802,0
682100,204626,6742,0
682200,205003,6826,0
682300,205240,6779,0
682400,204615,6710,0
682500,204946,6956,0
682600,204641,6818,0
682700,204929,6836,0
682800,205279,6993,0
682900,204749,6760,0
683000,205130,6960,0
683100,204852,6897,0
683200,204620,6934,0
683300,205587,6800,0
683400,204955,6866,0
683500,205336,6744,0
683600,205426,6819,0
683700,204967,6872,0
683800,204889,6948,0
683900,204478,6883,0
684000,204900,6894,0
684100,204928,6818,0
684200,204621,6831,0
684300,205604,6932,0
684400,205521,6901,0
684500,205010,6705,0
684600,205149,7007,0
684700,205978,6872,0
684800,205215,6772,0
684900,205359,6784,0
685000,205649,6815,0
685100,205653,6840,0
685200,205160,6920,0
685300,204926,6773,0
685400,205702,6784,0
685500,205586,6953,0
685600,205895,6818,0
685700,205783,6866,0
685800,206165,6900,0
685900,205629,6899,0
686000,205741,6971,0
686100,206108,6822,0
686200,206026,6827,0
686300,206145,6890,0
686400,206045,6862,0
686500,206688,6768,0
686600,205395,6739,0
686700,206473,6768,0
686800,205412,6897,0
686900,206728,6946,0
687000,206132,6947,0
687100,206020,6798,0
687200,206319,6873,0
687300,206468,7006,0
687400,205890,6953,0
687500,205457,6702,0
687600,205487,6982,0
687700,206280,6889,0
687800,206499,7059,0
687900,206486,6990,0
688000,206780,6870,0
688100,206970,6845,0
688200,205826,6936,0
688300,206270,6878,0
688400,206356,6761,0
688500,206670,6926,0
688600,206787,6841,0
688700,206421,6953,0
688800,206518,6782,0
688900,206823,6971,0
689000,206557,6734,0
689100,206348,6864,0
689200,206112,6864,0
689300,206927,6884,0
689400,206461,6835,0
689500,207261,7038,0
689600,206981,7079,0
689700,206570,6973,0
689800,206465,6800,0
689900,207473,6691,0
690000,207072,6836,0
690100,206991,6971,0
690200,206780,6851,0
690300,206860,6874,0
690400,206845,7010,0
690500,206949,6800,0
690600,207685,6819,0
690700,207102,7003,0
690800,207268,6977,0
690900,206771,7037,0
691000,207611,6909,0
691100,206645,6965,0
691200,207071,6780,0
691300,207381,6809,0
691400,207120,6909,0
691500,207597,6993,0
691600,208248,7084,0
691700,206943,6870,0
691800,207806,6756,0
691900,207302,6985,0
692000,206879,6800,0
692100,207425,6943,0
692200,207947,6848,0
692300,208101,6950,0
692400,207378,6925,0
692500,207263,6948,0
692600,207524,6978,0
692700,207232,6946,0
692800,207795,7055,0
692900,208183,7008,0
693000,208381,6867,0
693100,208241,7060,0
693200,208445,6760,0
693300,207956,7028,0
693400,207820,6981,0
693500,208600,6790,0
693600,207968,7016,0
693700,208181,7028,0
693800,208169,7017,0
693900,208374,6855,0
694000,208600,7069,0
694100,208134,6848,0
694200,208291,6916,0
694300,208800,6845,0
694400,207762,6910,0
694500,207993,6930,0
694600,208760,6916,0
694700,208408,6803,0
694800,208604,6950,0
694900,208787,6945,0
695000,208543,6928,0
695100,208266,7054,0
695200,209130,6996,0
695300,208542,6915,0
695400,208885,6928,0
695500,208775,6970,0
695600,208361,7010,0
695700,208164,6856,0
695800,208985,6913,0
695900,208534,7078,0
696000,208778,6972,0
696100,209230,6855,0
696200,209274,7022,0
696300,209179,6985,0
696400,209110,6970,0
696500,208988,6992,0
696600,208945,7073,0
696700,209032,7025,0
696800,208997,7071,0
696900,209639,6904,0
697000,208823,6966,0
697100,208894,6793,0
697200,209425,6886,0
697300,209323,6861,0
697400,209068,6980,0
697500,208900,6889,0
697600,209587,7024,0
697700,209353,6996,0
697800,209006,6881,0
697900,209405,6975,0
698000,208989,6917,0
698100,209161,7026,0
698200,209519,7002,0
698300,209473,6977,0
698400,209278,6954,0
698500,209123,6975,0
698600,209628,7009,0
698700,209405,7000,0
698800,209324,7032,0
698900,209500,6952,0
699000,210058,7229,0
699100,209601,7079,0
699200,209668,6910,0
699300,209212,7134,0
699400,209479,6990,0
699500,209393,7084,0
699600,209687,6968,0
699700,209890,6953,0
699800,209622,6949,0
699900,209432,7009,0
700000,210361,7149,0
700100,209777,6973,0
700200,209819,6898,0
700300,210463,6990,0
700400,209994,7146,0
700500,210416,7198,0
700600,209677,7045,0
700700,209982,7018,0
700800,210224,7076,0
700900,210604,7113,0
701000,210243,7032,0
701100,210334,7042,0
701200,210119,7058,0
701300,210786,7154,0
701400,209767,6969,0
701500,210738,6803,0
701600,210571,6933,0
701700,211092,6971,0
701800,210616,7088,0
701900,210846,7100,0
702000,210553,6894,0
702100,210439,6950,0
702200,211046,6937,0
702300,210837,7087,0
702400,210102,7000,0
702500,211237,7101,0
702600,210922,6969,0
702700,211140,6975,0
702800,210604,7061,0
702900,210482,7077,0
703000,211326,7147,0
703100,211483,6990,0
703200,210587,7071,0
703300,210947,7109,0
703400,211210,7112,0
703500,210460,7068,0
703600,211474,7018,0
703700,210601,6999,0
703800,211093,7222,0
703900,210689,6949,0
704000,211089,7052,0
704100,211986,7101,0
704200,211787,7069,0
704300,211175,7201,0
704400,210708,6980,0
704500,211488,7143,0
704600,210504,6932,0
704700,210985,7030,0
704800,211056,7205,0
704900,211578,7091,0
705000,211530,7037,0
705100,212018,6994,0
705200,211935,7033,0
705300,211881,7026,0
705400,212011,7147,0
705500,211938,7219,0
705600,211643,7105,0
705700,211642,7147,0
705800,211530,7010,0
705900,211932,6919,0
706000,211538,7135,0
706100,211988,7179,0
706200,212317,7338,0
706300,212052,7223,0
706400,212162,7010,0
706500,211806,7230,0
706600,212419,6957,0
706700,211536,7170,0
706800,212051,6907,0
706900,211406,7051,0
707000,212458,7033,0
707100,212015,6855,0
707200,212807,7150,0
707300,211897,7147,0
707400,211903,7072,0
707500,212320,7038,0
707600,211985,7139,0
707700,212415,7091,0
707800,212666,7199,0
707900,212818,7048,0
708000,211811,7042,0
708100,212967,7149,0
708200,212086,7189,0
708300,212420,6894,0
708400,212404,7069,0
708500,212178,7043,0
708600,213057,7106,0
708700,212414,7094,0
708800,213096,7124,0
708900,212465,7108,0
709000,212716,7041,0
709100,212521,7173,0
709200,212673,7096,0
709300,213133,7005,0
709400,212659,7110,0
