Value of N, Comparisons of O(n), Comparisons of O(M + log n), Comparisons of O(log n)
495200,148482,4905,0
495300,148997,4857,0
495400,148451,5031,0
495500,149222,4966,0
495600,148519,4875,0
495700,148239,5005,0
495800,148565,4808,0
495900,149051,4993,0
496000,148663,4986,0
496100,148811,5021,0
496200,148697,4996,0
496300,148730,4983,0
496400,149377,5063,0
496500,148813,5030,0
496600,149115,5011,0
496700,149724,5041,0
496800,149262,4973,0
496900,149337,4974,0
497000,148828,4901,0
497100,148845,4999,0
497200,148653,4974,0
497300,149453,4967,0
497400,149888,5001,0
497500,149025,5062,0
497600,149488,5038,0
497700,149478,4977,0
497800,149729,4920,0
497900,148898,4917,0
498000,149046,4878,0
498100,149434,5044,0
498200,149591,4983,0
498300,149848,5004,0
498400,150399,4953,0
498500,150323,5011,0
498600,149465,5018,0
498700,149414,5010,0
498800,149914,4943,0
498900,149892,5071,0
499000,149582,4965,0
499100,149729,4996,0
499200,149955,4903,0
499300,150062,4919,0
499400,149644,4975,0
499500,150893,4941,0
499600,150037,5018,0
499700,149207,4933,0
499800,150213,5027,0
499900,149596,4879,0
500000,149962,4888,0
500100,150056,4929,0
500200,150079,4946,0
500300,149889,5058,0
500400,150646,4986,0
500500,150189,5066,0
500600,150200,4932,0
500700,149956,5072,0
500800,150242,5062,0
500900,150598,5093,0
501000,150498,5014,0
501100,150253,5074,0
501200,150656,5048,0
501300,149820,5009,0
501400,150055,4974,0
501500,150724,5081,0
501600,150391,4996,0
501700,150627,5033,0
501800,150014,4881,0
501900,150546,5080,0
502000,150701,4973,0
502100,150263,5070,0
502200,150667,5088,0
502300,150507,5098,0
502400,150604,5007,0
502500,150968,4934,0
502600,150651,5058,0
502700,151326,4955,0
502800,151335,4961,0
502900,150946,4982,0
503000,151189,4996,0
503100,151564,5071,0
503200,151325,4961,0
503300,150524,5005,0
503400,151399,5099,0
503500,151062,5117,0
503600,151403,5065,0
503700,151644,5102,0
503800,150699,5126,0
503900,150965,5118,0
504000,150841,5044,0
504100,151726,5112,0
504200,151466,4937,0
504300,151194,5092,0
504400,151050,5155,0
504500,151505,5047,0
504600,151197,5066,0
504700,151500,5177,0
504800,151460,4966,0
504900,151271,5032,0
505000,151340,5019,0
505100,151449,5018,0
505200,151421,5053,0
505300,151615,4985,0
505400,151739,5161,0
505500,151623,5090,0
505600,151816,4951,0
505700,152535,5170,0
505800,151979,5066,0
505900,151742,5007,0
506000,151819,5163,0
506100,152214,5079,0
506200,151937,5062,0
506300,152489,5043,0
506400,151812,4993,0
506500,152194,5189,0
506600,152269,5078,0
506700,152182,5003,0
506800,151946,5021,0
506900,152699,5076,0
507000,152311,5217,0
507100,152190,5159,0
507200,152110,5041,0
507300,152144,5111,0
507400,151860,5153,0
507500,152825,5106,0
507600,152217,5121,0
507700,152090,4958,0
507800,153007,5112,0
507900,152067,5094,0
508000,152839,5162,0
508100,152199,5142,0
508200,152164,5049,0
508300,152167,5147,0
508400,152020,5105,0
508500,152385,5037,0
508600,153473,5097,0
508700,152605,5202,0
508800,152656,5150,0
508900,152308,4979,0
509000,152807,5076,0
509100,152888,5195,0
509200,152490,5152,0
509300,152797,5046,0
509400,153260,5017,0
509500,153444,5058,0
509600,152730,5129,0
509700,152314,5020,0
509800,152880,5142,0
509900,153268,4995,0
510000,153205,5227,0
510100,152990,5031,0
510200,152809,5170,0
510300,153349,5058,0
510400,153083,5152,0
510500,153192,4996,0
510600,153395,5017,0
510700,153461,5042,0
510800,153639,5143,0
510900,153582,5151,0
511000,153483,5083,0
511100,152904,5174,0
511200,153451,5216,0
511300,152582,5167,0
511400,153254,5147,0
511500,153387,5148,0
511600,153507,5129,0
511700,153681,5225,0
511800,153686,5139,0
511900,153480,5068,0
512000,153676,5324,0
512100,153491,5126,0
512200,153942,5160,0
512300,153846,5059,0
512400,153914,5112,0
512500,153667,5136,0
512600,153616,5149,0
512700,153927,5075,0
512800,153705,5018,0
512900,154306,5074,0
513000,154121,5198,0
513100,153615,5109,0
513200,154719,5181,0
513300,153800,5074,0
513400,154396,5133,0
513500,154005,5182,0
513600,154083,5121,0
513700,153868,5088,0
513800,154413,5113,0
513900,155082,4920,0
514000,153814,5145,0
514100,154280,5117,0
514200,154152,5076,0
514300,153488,5111,0
514400,153835,5125,0
514500,154471,5075,0
514600,154527,5059,0
514700,153880,5083,0
514800,154933,5175,0
514900,154640,5167,0
515000,154862,5108,0
515100,154482,5067,0
515200,153870,5176,0
515300,154666,5298,0
515400,154692,5082,0
515500,154383,5250,0
515600,154639,5145,0
515700,154606,5104,0
515800,155142,5094,0
515900,154664,5084,0
516000,155043,5188,0
516100,154435,5208,0
516200,155272,5206,0
516300,154408,5069,0
516400,155333,5195,0
516500,154790,5163,0
516600,154633,5195,0
516700,155164,5225,0
516800,155448,5299,0
516900,155028,5155,0
517000,155834,5198,0
517100,155316,5126,0
517200,154748,5113,0
517300,155508,5250,0
517400,155233,5134,0
517500,154917,5128,0
517600,155193,5121,0
517700,155189,5180,0
517800,154974,5089,0
517900,155365,5097,0
518000,155056,5190,0
518100,155301,5111,0
518200,155206,5137,0
518300,155278,5145,0
518400,156231,5256,0
518500,155484,5179,0
518600,155655,5172,0
518700,155469,5108,0
518800,156231,5134,0
518900,155925,5329,0
519000,155991,5139,0
519100,155326,5105,0
519200,155768,5108,0
519300,156034,5216,0
519400,156189,5200,0
519500,155211,5192,0
519600,155576,5338,0
519700,156016,5192,0
519800,155737,5149,0
519900,156300,5213,0
520000,155734,5112,0
520100,155613,5225,0
520200,155888,5299,0
520300,156902,5336,0
520400,156142,5227,0
520500,155384,5400,0
520600,155814,5243,0
520700,155965,5165,0
520800,155770,5246,0
520900,156533,5219,0
521000,156763,5270,0
521100,155647,5197,0
521200,156488,5165,0
521300,156399,5201,0
521400,156546,5171,0
521500,156633,5241,0
521600,156758,5256,0
521700,156405,5252,0
521800,156511,5322,0
521900,156533,5402,0
522000,156888,5095,0
522100,156934,5344,0
522200,156487,5200,0
522300,156275,5157,0
522400,156406,5194,0
522500,156435,5376,0
522600,156525,5211,0
522700,156964,5241,0
522800,157064,5343,0
522900,156874,5230,0
523000,156277,5262,0
523100,157130,5303,0
523200,157130,5286,0
523300,157320,5262,0
523400,157395,5327,0
523500,156945,5257,0
523600,156426,5259,0
523700,156457,5337,0
523800,157410,5284,0
523900,157262,5296,0
524000,156649,5266,0
524100,156952,5114,0
524200,156717,5142,0
524300,157748,5246,0
524400,157341,5346,0
524500,157073,5067,0
524600,157227,5125,0
524700,157501,5250,0
524800,157391,5302,0
524900,157390,5286,0
525000,157743,5359,0
525100,156661,5352,0
525200,157505,5257,0
525300,157942,5347,0
525400,157985,5270,0
525500,157899,5319,0
525600,156952,5184,0
525700,157369,5223,0
525800,157793,5330,0
525900,157810,5347,0
526000,158031,5272,0
526100,157146,5207,0
526200,156992,5228,0
526300,157678,5324,0
526400,157194,5145,0
526500,158396,5217,0
526600,158135,5173,0
526700,158464,5302,0
526800,158262,5207,0
526900,157908,5325,0
527000,158304,5292,0
527100,157971,5248,0
527200,157940,5326,0
527300,157748,5267,0
527400,158404,5329,0
527500,158091,5242,0
527600,158144,5161,0
527700,158621,5260,0
527800,158402,5416,0
527900,158319,5208,0
528000,158804,5364,0
528100,158772,5333,0
528200,158403,5328,0
528300,157919,5285,0
528400,158868,5220,0
528500,158513,5254,0
528600,158718,5206,0
528700,158065,5381,0
528800,158354,5330,0
528900,157912,5301,0
529000,158840,5452,0
529100,159034,5195,0
529200,158953,5318,0
529300,158966,5317,0
529400,159111,5379,0
529500,159071,5340,0
529600,159042,5230,0
529700,158761,5257,0
529800,159095,5326,0
529900,159036,5297,0
530000,159028,5353,0
530100,158686,5317,0
530200,158383,5348,0
530300,158903,5317,0
530400,159170,5420,0
530500,158940,5280,0
530600,159367,5377,0
530700,159278,5323,0
530800,159805,5347,0
530900,159423,5407,0
531000,158513,5389,0
531100,158975,5293,0
531200,159335,5518,0
531300,159583,5437,0
531400,159106,5282,0
531500,158806,5402,0
531600,159274,5336,0
531700,159157,5325,0
531800,159184,5396,0
531900,159464,5283,0
532000,159660,5239,0
532100,159542,5305,0
532200,159291,5312,0
532300,159932,5367,0
532400,159652,5325,0
532500,159606,5360,0
532600,159474,5300,0
532700,159349,5342,0
532800,159910,5344,0
532900,159432,5301,0
533000,160073,5400,0
533100,160219,5410,0
533200,160077,5230,0
533300,159681,5214,0
533400,160090,5291,0
533500,159637,5354,0
533600,159602,5372,0
533700,160367,5439,0
533800,160151,5327,0
533900,159896,5301,0
534000,160574,5420,0
534100,160537,5488,0
534200,159770,5335,0
534300,160372,5347,0
534400,159993,5294,0
534500,160115,5252,0
534600,160457,5373,0
534700,160791,5280,0
534800,159843,5253,0
534900,160800,5456,0
535000,160805,5208,0
535100,160721,5264,0
535200,160498,5317,0
535300,161356,5397,0
535400,160056,5440,0
535500,160367,5378,0
535600,160479,5333,0
535700,160539,5324,0
535800,160610,5353,0
535900,160962,5378,0
536000,160911,5370,0
536100,160568,5346,0
536200,160583,5166,0
536300,161095,5413,0
536400,161547,5297,0
536500,161188,5327,0
536600,160396,5491,0
536700,160778,5313,0
536800,160134,5374,0
536900,161129,5343,0
537000,161565,5343,0
537100,160725,5474,0
537200,160746,5268,0
537300,161543,5302,0
537400,161341,5349,0
537500,161015,5395,0
537600,161470,5339,0
537700,161175,5410,0
537800,160464,5238,0
537900,161643,5324,0
538000,161474,5377,0
538100,161580,5437,0
538200,161911,5361,0
538300,161693,5428,0
538400,161853,5434,0
538500,162055,5397,0
538600,161036,5389,0
538700,161801,5374,0
538800,161738,5227,0
538900,161267,5372,0
539000,161997,5432,0
539100,161678,5389,0
539200,162072,5143,0
539300,161937,5465,0
539400,161465,5437,0
539500,161444,5411,0
539600,162487,5408,0
539700,161670,5328,0
539800,162171,5312,0
539900,162269,5427,0
540000,162633,5543,0
540100,162302,5522,0
540200,162131,5471,0
540300,161893,5386,0
540400,162167,5297,0
540500,161737,5495,0
540600,162036,5512,0
540700,162478,5356,0
540800,162774,5407,0
540900,162700,5390,0
541000,162628,5526,0
541100,161736,5439,0
541200,163119,5324,0
541300,162721,5479,0
541400,162041,5311,0
541500,161905,5397,0
541600,163323,5351,0
541700,162490,5448,0
541800,162354,5472,0
541900,162746,5489,0
542000,162530,5543,0
542100,162329,5428,0
542200,162962,5299,0
542300,162768,5536,0
542400,162268,5402,0
542500,162879,5374,0
542600,162800,5407,0
542700,162973,5421,0
542800,163190,5305,0
542900,162994,5458,0
543000,162906,5481,0
543100,163168,5400,0
543200,162964,5478,0
543300,162990,5435,0
543400,163266,5474,0
543500,162995,5449,0
543600,163004,5267,0
543700,162868,5478,0
543800,162925,5508,0
543900,162918,5373,0
544000,163608,5531,0
544100,162921,5557,0
544200,163323,5471,0
544300,163572,5381,0
544400,163761,5474,0
544500,162968,5550,0
544600,162915,5352,0
544700,163209,5476,0
544800,163346,5407,0
544900,162946,5506,0
545000,164022,5501,0
545100,163764,5544,0
545200,163793,5505,0
545300,163542,5427,0
545400,163605,5641,0
545500,163698,5495,0
545600,163587,5301,0
545700,163186,5475,0
545800,163350,5488,0
545900,163479,5364,0
546000,164045,5511,0
546100,163791,5490,0
546200,163969,5363,0
546300,163798,5430,0
546400,163696,5421,0
546500,164142,5599,0
546600,163993,5548,0
546700,164745,5392,0
546800,164355,5461,0
546900,164101,5477,0
547000,164095,5531,0
547100,164309,5348,0
547200,164221,5399,0
547300,164636,5475,0
547400,164400,5573,0
547500,163777,5423,0
547600,164079,5513,0
547700,164100,5456,0
547800,165117,5497,0
547900,164010,5541,0
548000,165288,5447,0
548100,164120,5475,0
548200,164494,5507,0
548300,164620,5565,0
548400,164246,5324,0
548500,164361,5449,0
548600,164828,5507,0
548700,164725,5503,0
548800,164590,5634,0
548900,164357,5427,0
549000,165108,5610,0
549100,164317,5419,0
549200,164866,5521,0
549300,164776,5480,0
549400,165325,5576,0
549500,164598,5448,0
549600,164692,5578,0
549700,165031,5457,0
549800,165379,5401,0
549900,165045,5406,0
550000,165053,5465,0
550100,164960,5444,0
550200,165356,5485,0
550300,164804,5544,0
550400,164872,5558,0
550500,165459,5418,0
550600,165593,5634,0
550700,164675,5517,0
550800,164535,5377,0
550900,165265,5524,0
551000,164834,5327,0
551100,164868,5519,0
551200,165101,5605,0
551300,165295,5516,0
551400,165324,5501,0
551500,165921,5588,0
551600,164949,5399,0
551700,165683,5539,0
551800,165310,5618,0
551900,165328,5564,0
552000,165001,5354,0
552100,166042,5492,0
552200,166000,5493,0
552300,165573,5560,0
552400,165296,5550,0
552500,165416,5492,0
552600,166083,5444,0
552700,166365,5603,0
552800,166288,5620,0
552900,165652,5603,0
553000,165635,5626,0
553100,166242,5667,0
553200,166119,5585,0
553300,165405,5462,0
553400,165555,5606,0
553500,165874,5563,0
553600,166469,5531,0
553700,165378,5530,0
553800,165429,5569,0
553900,166680,5440,0
554000,166343,5469,0
554100,166683,5586,0
554200,166016,5491,0
554300,165962,5575,0
554400,165549,5505,0
554500,165941,5555,0
554600,166286,5522,0
554700,166915,5454,0
554800,166258,5579,0
554900,167048,5632,0
555000,166314,5585,0
555100,165811,5304,0
555200,166895,5592,0
555300,166814,5591,0
555400,166648,5621,0
555500,167205,5622,0
555600,167185,5681,0
555700,166709,5585,0
555800,166370,5611,0
555900,167028,5538,0
556000,166818,5681,0
556100,167057,5594,0
556200,166534,5424,0
556300,166857,5663,0
556400,166350,5570,0
556500,166943,5678,0
556600,166953,5448,0
556700,167048,5543,0
556800,167147,5569,0
556900,166649,5649,0
557000,167473,5552,0
557100,167791,5603,0
557200,167022,5724,0
557300,167200,5490,0
557400,167404,5577,0
557500,167233,5660,0
557600,167574,5632,0
557700,167521,5525,0
557800,167484,5562,0
557900,167540,5522,0
558000,167438,5528,0
558100,166907,5570,0
558200,168044,5614,0
558300,167255,5521,0
558400,167883,5587,0
558500,167885,5613,0
558600,167722,5570,0
558700,167547,5615,0
558800,168162,5641,0
558900,167699,5590,0
559000,167369,5591,0
559100,168242,5477,0
559200,167921,5578,0
559300,167643,5561,0
559400,167931,5549,0
559500,167126,5570,0
559600,167488,5615,0
559700,167917,5581,0
559800,168047,5546,0
559900,167460,5696,0
560000,168299,5577,0
560100,167763,5680,0
560200,168797,5494,0
560300,167945,5604,0
560400,167940,5546,0
560500,167882,5560,0
560600,167798,5584,0
560700,168340,5662,0
560800,168410,5624,0
560900,168097,5585,0
561000,167993,5703,0
561100,168096,5571,0
561200,168815,5665,0
561300,168321,5638,0
561400,168615,5625,0
561500,168937,5689,0
561600,168716,5620,0
561700,168476,5588,0
561800,168206,5610,0
561900,169109,5779,0
562000,168303,5632,0
562100,168360,5748,0
562200,168738,5558,0
562300,168310,5591,0
562400,168504,5701,0
562500,168931,5646,0
562600,168382,5516,0
562700,169097,5646,0
562800,169026,5642,0
562900,169171,5621,0
563000,169194,5695,0
563100,169087,5705,0
563200,169084,5648,0
563300,169067,5647,0
563400,168967,5630,0
563500,168487,5634,0
563600,169231,5606,0
563700,169192,5503,0
563800,169419,5659,0
563900,169294,5687,0
564000,169318,5638,0
564100,169311,5707,0
564200,169545,5743,0
564300,169051,5552,0
564400,169685,5720,0
564500,169518,5532,0
564600,169439,5767,0
564700,169661,5619,0
564800,168942,5705,0
564900,169219,5543,0
565000,169342,5631,0
565100,169657,5824,0
565200,169657,5580,0
565300,169735,5654,0
565400,169613,5752,0
565500,169755,5591,0
565600,169686,5586,0
565700,169570,5724,0
565800,169876,5623,0
565900,169743,5708,0
566000,169900,5739,0
566100,169161,5617,0
566200,169519,5654,0
566300,170011,5695,0
566400,169933,5742,0
566500,169554,5735,0
566600,169843,5718,0
566700,170065,5702,0
566800,170664,5686,0
566900,170239,5592,0
567000,170207,5709,0
567100,170110,5536,0
567200,170198,5711,0
567300,170401,5700,0
567400,170691,5659,0
567500,170659,5699,0
567600,170205,5736,0
567700,170345,5679,0
567800,170607,5783,0
567900,170136,5690,0
568000,170506,5808,0
568100,170434,5633,0
568200,170545,5679,0
568300,169888,5591,0
568400,170132,5652,0
568500,170538,5704,0
568600,170949,5572,0
568700,170606,5896,0
568800,171166,5718,0
568900,171014,5717,0
569000,170572,5680,0
569100,170961,5625,0
569200,170582,5749,0
569300,170839,5585,0
569400,170940,5715,0
569500,170836,5631,0
569600,170322,5629,0
569700,170591,5618,0
569800,171123,5639,0
569900,171192,5878,0
570000,171096,5714,0
570100,170632,5810,0
570200,170578,5748,0
570300,171241,5684,0
570400,170858,5702,0
570500,171098,5770,0
570600,171253,5649,0
570700,171314,5795,0
570800,171117,5666,0
570900,171187,5718,0
571000,171614,5729,0
571100,171598,5798,0
571200,171299,5748,0
571300,171653,5652,0
571400,171520,5806,0
571500,171200,5672,0
571600,171759,5724,0
571700,171937,5535,0
571800,171492,5822,0
571900,171540,5726,0
572000,171391,5913,0
572100,171631,5755,0
572200,171496,5787,0
572300,172306,5752,0
572400,171412,5705,0
572500,171783,5693,0
572600,171785,5780,0
572700,171242,5660,0
572800,172310,5700,0
572900,172080,5807,0
573000,171522,5752,0
573100,171880,5697,0
573200,171743,5741,0
573300,171874,5764,0
573400,171972,5732,0
573500,172253,5804,0
573600,171935,5780,0
573700,172524,5742,0
573800,172321,5751,0
573900,172486,5658,0
574000,172407,5650,0
574100,172146,5791,0
574200,172707,5774,0
574300,171645,5771,0
574400,172453,5749,0
574500,171949,5760,0
574600,171358,5691,0
574700,172551,5657,0
574800,172497,5766,0
574900,172043,5716,0
575000,172849,5783,0
575100,172560,5716,0
575200,172357,5731,0
575300,172812,5748,0
575400,172331,5712,0
575500,172554,5772,0
575600,173113,5699,0
575700,172581,5726,0
575800,173418,5704,0
575900,172739,5694,0
576000,172851,5760,0
576100,172396,5722,0
576200,173393,5704,0
576300,173163,5814,0
576400,173458,5798,0
576500,172723,5736,0
576600,173404,5906,0
576700,173488,5948,0
576800,172862,5842,0
576900,173914,5819,0
577000,173427,5725,0
577100,173722,5837,0
577200,173707,5907,0
577300,173683,5811,0
577400,173150,5829,0
577500,172556,5811,0
577600,173286,5796,0
577700,173498,5838,0
577800,172819,5872,0
577900,173328,5793,0
578000,173633,5752,0
578100,173677,5764,0
578200,173135,5723,0
578300,173285,5676,0
578400,173095,5787,0
578500,173540,5748,0
578600,173123,5619,0
578700,173601,5783,0
578800,173425,5807,0
578900,173198,5723,0
579000,173808,5858,0
579100,173702,5849,0
579200,173739,5837,0
579300,174228,5784,0
579400,173947,5849,0
579500,173617,5823,0
579600,173652,5829,0
579700,174291,5836,0
579800,173454,5776,0
579900,173970,5827,0
580000,174354,5891,0
580100,174175,5851,0
580200,173938,5800,0
580300,173840,5673,0
580400,174146,5866,0
580500,174099,5766,0
580600,174101,5939,0
580700,173832,5881,0
580800,174708,5805,0
580900,174078,5821,0
581000,174329,5857,0
581100,174581,5792,0
581200,174054,5719,0
581300,174628,5853,0
581400,174206,5794,0
581500,174664,5920,0
581600,174337,5867,0
581700,174219,5897,0
581800,174497,5780,0
581900,175197,5983,0
582000,174120,5861,0
582100,173861,5783,0
582200,174793,5762,0
582300,174437,5741,0
582400,175267,5840,0
582500,174760,5829,0
582600,174384,5742,0
582700,174679,5779,0
582800,174640,5819,0
582900,175223,5900,0
583000,174389,5911,0
583100,174095,5748,0
583200,175198,5826,0
583300,175435,5887,0
583400,174634,5857,0
583500,175443,5806,0
583600,174719,5871,0
583700,174400,5831,0
583800,175049,5812,0
583900,174739,5754,0
584000,174880,5832,0
584100,175586,5779,0
584200,175401,5809,0
584300,175215,5826,0
584400,174364,5922,0
584500,175876,5810,0
584600,175758,5845,0
584700,175731,5933,0
584800,175419,5912,0
584900,175618,5815,0
585000,175580,5805,0
585100,175080,5856,0
585200,175936,5910,0
585300,175577,5832,0
585400,175799,5847,0
585500,174986,5890,0
585600,175664,5842,0
585700,176315,5913,0
585800,176255,5922,0
585900,175337,5766,0
586000,176355,5925,0
586100,176711,5872,0
586200,176185,5939,0
586300,175755,5811,0
586400,175616,6045,0
586500,176162,5998,0
586600,175640,6004,0
586700,176085,5951,0
586800,175592,5957,0
586900,175852,5792,0
587000,176577,5845,0
587100,175944,5862,0
587200,176278,5969,0
587300,175936,5952,0
587400,175913,5872,0
587500,176844,5825,0
587600,176520,5876,0
587700,176244,5855,0
587800,176243,5883,0
587900,177271,5880,0
588000,176766,5842,0
588100,176795,5960,0
588200,176451,5854,0
588300,175943,5902,0
588400,176597,5951,0
588500,176117,5934,0
588600,176509,5925,0
588700,176424,5890,0
588800,175978,5802,0
588900,176225,5901,0
589000,176534,5928,0
589100,175909,5845,0
589200,177166,5821,0
589300,177206,5828,0
589400,176746,5869,0
589500,177017,5902,0
589600,176626,5952,0
589700,176576,5876,0
589800,176691,5852,0
589900,176994,5823,0
590000,177029,5859,0
590100,176733,5971,0
590200,177379,5955,0
590300,177598,5964,0
590400,177257,5836,0
590500,177037,5942,0
590600,178057,6050,0
590700,177619,5887,0
590800,177169,5946,0
590900,177832,5919,0
591000,177496,5981,0
591100,177148,5993,0
591200,177298,6012,0
591300,177398,5907,0
591400,178235,6028,0
591500,177554,5896,0
591600,177029,5777,0
591700,177070,5903,0
591800,177514,5777,0
591900,177673,6009,0
592000,177932,5826,0
592100,177993,5890,0
592200,177652,5871,0
592300,178071,5849,0
592400,177486,5837,0
592500,177351,5990,0
592600,177119,5957,0
592700,178201,5888,0
592800,178175,5945,0
592900,177611,5824,0
593000,177977,5951,0
593100,178033,5887,0
593200,177629,5950,0
593300,178334,6066,0
593400,177887,5952,0
593500,178450,5882,0
593600,177749,5961,0
593700,178295,5902,0
593800,178122,5870,0
593900,177897,5938,0
594000,178503,6003,0
594100,178254,6002,0
594200,178980,6092,0
594300,178187,5913,0
594400,178439,5905,0
594500,178428,5970,0
594600,178081,5976,0
594700,178496,5930,0
594800,178420,5926,0
594900,178642,5861,0
595000,178922,6025,0
595100,178916,6004,0
595200,178506,5979,0
595300,178417,6067,0
595400,178268,5929,0
595500,177932,6112,0
595600,178668,5932,0
595700,178875,6017,0
595800,178888,6020,0
595900,178801,6015,0
596000,178527,5955,0
596100,178733,6034,0
596200,179488,5869,0
596300,178892,6021,0
596400,179211,5996,0
596500,179272,6004,0
596600,178838,6052,0
596700,178856,5988,0
596800,179041,6141,0
596900,179176,6020,0
597000,179458,5991,0
597100,178932,6000,0
597200,179486,6106,0
597300,179106,6077,0
597400,178851,6037,0
597500,178884,5919,0
597600,179726,5930,0
597700,179356,5909,0
597800,179340,5993,0
597900,179107,5924,0
598000,179699,6043,0
598100,179532,5971,0
598200,179306,6057,0
598300,179561,5967,0
598400,179384,5872,0
598500,179867,5970,0
598600,179158,6027,0
598700,180027,6016,0
598800,180376,6122,0
598900,179276,5920,0
599000,179567,6016,0
599100,180199,6105,0
599200,180389,6098,0
599300,179876,5924,0
599400,179936,6029,0
599500,179518,5935,0
599600,180020,5950,0
599700,180229,6091,0
599800,179259,5896,0
599900,180079,6100,0
600000,180101,6009,0
600100,180185,6036,0
600200,179237,6092,0
600300,180874,6132,0
600400,179634,5892,0
600500,180432,6034,0
600600,180472,5987,0
600700,180134,5958,0
600800,180316,6111,0
600900,180655,6042,0
601000,179815,5995,0
601100,180617,6032,0
601200,180192,6013,0
601300,180546,6060,0
601400,180245,6198,0
601500,180568,6136,0
601600,180113,5977,0
601700,180254,6052,0
601800,180895,5928,0
601900,180825,5999,0
602000,180930,6025,0
602100,180208,5966,0
602200,180809,5993,0
602300,180530,6051,0
602400,181031,5983,0
602500,180793,6050,0
602600,180730,6024,0
602700,180685,6249,0
602800,181151,5972,0
602900,180943,6087,0
603000,180858,6206,0
603100,180604,6206,0
603200,180857,6059,0
603300,180696,5940,0
603400,180925,6159,0
603500,180772,6155,0
603600,180960,5859,0
603700,181242,5918,0
603800,180769,6116,0
603900,180974,5910,0
604000,181507,5990,0
604100,180680,5948,0
604200,180960,6148,0
604300,181246,5926,0
604400,181431,6085,0
604500,181419,6154,0
604600,182131,6061,0
604700,181041,6027,0
604800,181086,6117,0
604900,181565,5994,0
605000,181608,6038,0
605100,181783,6067,0
605200,181784,6085,0
605300,181409,6113,0
605400,181425,6036,0
605500,181507,5893,0
605600,181388,6017,0
605700,181304,6144,0
605800,181903,6081,0
605900,181686,6087,0
606000,181617,6027,0
606100,181453,6027,0
606200,182080,6167,0
606300,182469,6050,0
606400,181664,6093,0
606500,181509,6072,0
606600,182135,6073,0
606700,182507,6159,0
606800,181762,6130,0
606900,182483,5989,0
607000,182124,6183,0
607100,181620,6068,0
607200,182859,6072,0
607300,182358,6134,0
607400,181840,6028,0
607500,182193,6045,0
607600,182692,6046,0
607700,182940,6045,0
607800,182553,6196,0
607900,182094,6324,0
608000,182174,6074,0
608100,182757,6022,0
608200,182263,6112,0
608300,182353,6071,0
608400,183438,6024,0
608500,182476,6189,0
608600,182151,6104,0
608700,182469,6087,0
608800,182332,6187,0
608900,182655,6157,0
609000,182828,6112,0
609100,182329,6093,0
609200,183359,6058,0
609300,182991,6109,0
609400,183742,6092,0
609500,183304,6183,0
609600,182895,5975,0
609700,182935,5957,0
609800,182924,6039,0
609900,183103,6091,0
610000,183319,5984,0
610100,182573,6026,0
610200,182666,6056,0
610300,182323,6110,0
610400,182812,6169,0
610500,182924,6148,0
610600,183746,6096,0
610700,183176,6235,0
610800,183374,6056,0
610900,183134,6182,0
611000,183458,6110,0
611100,183310,6015,0
611200,182907,6115,0
611300,183103,6072,0
611400,183760,6131,0
611500,182983,6203,0
611600,183052,6235,0
611700,183493,5991,0
611800,183829,6235,0
611900,183373,6078,0
612000,184019,6196,0
612100,183840,6116,0
612200,183893,6223,0
612300,184422,6014,0
612400,183630,6159,0
612500,183590,6309,0
612600,184002,6190,0
612700,183455,6027,0
612800,184348,6189,0
612900,183300,6101,0
613000,183746,6229,0
613100,183905,6134,0
613200,184321,6092,0
613300,183924,6046,0
613400,184031,6062,0
613500,183019,6102,0
613600,184146,6001,0
613700,184246,6137,0
613800,184189,6214,0
613900,184425,6214,0
614000,184325,6165,0
614100,183766,6111,0
614200,184696,6244,0
614300,184533,6129,0
614400,184374,6276,0
614500,184225,6218,0
614600,184037,6162,0
614700,184859,6016,0
614800,184941,6134,0
614900,184442,6203,0
615000,184860,6231,0
615100,185026,6273,0
615200,184633,6173,0
615300,184957,6229,0
615400,184726,6135,0
615500,184689,6171,0
615600,184771,6164,0
615700,184575,6091,0
615800,185032,6141,0
615900,185102,6126,0
616000,185126,6232,0
616100,184825,6032,0
616200,184483,6141,0
616300,184232,6224,0
616400,184938,6318,0
616500,184765,6020,0
616600,185136,6045,0
616700,185174,6206,0
616800,185206,6305,0
616900,184695,6129,0
617000,185321,6211,0
617100,185431,6354,0
617200,185541,6178,0
617300,185110,6212,0
617400,184425,6300,0
617500,185520,6199,0
617600,185833,6134,0
617700,185410,6167,0
617800,185679,6275,0
617900,185915,6147,0
618000,185301,6092,0
618100,185580,6060,0
618200,184937,6230,0
618300,185070,6102,0
618400,185434,6139,0
618500,185348,6196,0
618600,185815,6173,0
618700,185806,6207,0
618800,185746,6283,0
618900,184945,6140,0
619000,185181,6124,0
619100,185644,6303,0
619200,186364,6193,0
619300,186337,6254,0
619400,185893,6245,0
619500,185590,6299,0
619600,185946,6213,0
619700,185944,6194,0
619800,186087,6283,0
619900,186065,6198,0
620000,186359,6176,0
620100,185334,6314,0
620200,185981,6297,0
620300,186302,6345,0
620400,186098,6387,0
620500,185952,6149,0
620600,186813,6206,0
620700,186069,6278,0
620800,185926,6250,0
620900,186441,6349,0
621000,185527,6187,0
621100,186222,6131,0
621200,186257,6246,0
621300,186066,6277,0
621400,186483,6320,0
621500,186447,6308,0
621600,185798,6212,0
621700,186334,6225,0
621800,186555,6180,0
621900,186605,6254,0
622000,186052,6166,0
